country,year,start,end,protest_duration,region,location,participants_category,protesterdemand1,stateresponse1,total protests
India,2018,2018-05-29,2018-05-29,0 days,Asia,"Mandsaur, a town in Madhya Pradesh state",100-999,"political behavior, process",ignore,33
India,2018,2018-09-01,2018-09-01,0 days,Asia,"Kochi, a major city in Kerala",50-99,"political behavior, process",ignore,33
India,2018,2018-10-15,2018-10-15,0 days,Asia,Sabarimala,2000-4999,"political behavior, process",arrests,33
India,2018,2018-11-16,2018-11-16,0 days,Asia,The airport in the city of Kochi,1000-1999,"political behavior, process",ignore,33
India,2018,2018-11-30,2018-11-30,0 days,Asia,Delhi,>10000,"political behavior, process",ignore,33
India,2018,2018-12-15,2018-12-15,0 days,Asia,Srinagar and other parts of Kashmir,50-99,"political behavior, process",killings,33
Pakistan,2016,2016-02-28,2016-02-28,0 days,Asia,Nationwide:  Rawalpindi; Karachi; Islamabad; Lahore,100-999,"political behavior, process",crowd dispersal,21
Pakistan,2016,2016-03-27,2016-03-28,1 days,Asia,Islamabad,>10000,"political behavior, process",crowd dispersal,21
Pakistan,2017,2017-01-31,2017-01-31,0 days,Asia,Islamabad,100-999,"political behavior, process",ignore,21
Pakistan,2017,2017-02-13,2017-02-13,0 days,Asia,Lahore,100-999,"political behavior, process",ignore,21
Pakistan,2017,2017-03-31,2017-03-31,0 days,Asia,Parachinar,100-999,"political behavior, process",crowd dispersal,21
Pakistan,2017,2017-04-20,2017-04-20,0 days,Asia,Islamabad,100-999,removal of politician,crowd dispersal,21
Pakistan,2017,2017-04-28,2017-04-28,0 days,Asia,Islamabad,2000-4999,removal of politician,ignore,21
Pakistan,2017,2017-06-15,2017-06-15,0 days,Asia,Karachi; Malakand,100-999,"political behavior, process",ignore,21
Pakistan,2017,2017-08-22,2017-08-29,7 days,Asia,Border crossings across Pakistan,100-999,"political behavior, process",ignore,21
Pakistan,2017,2017-11-05,2017-11-25,20 days,Asia,Islamabad,2000-4999,"political behavior, process",crowd dispersal,21
Pakistan,2017,2017-11-25,2017-11-26,1 days,Asia,Islamabad,>10000,"political behavior, process",crowd dispersal,21
Pakistan,2018,2018-01-11,2018-01-11,0 days,Asia,Kasur,50-99,"political behavior, process",crowd dispersal,21
Pakistan,2018,2018-02-01,2018-02-06,5 days,Asia,Islamabad,5000-10000,social restrictions,ignore,21
Pakistan,2018,2018-02-07,2018-02-07,0 days,Asia,Mardan,50-99,"political behavior, process",ignore,21
Pakistan,2018,2018-04-08,2018-04-08,0 days,Asia,Peshawar,>10000,social restrictions,ignore,21
Pakistan,2018,2018-04-22,2018-04-22,0 days,Asia,Lahore,2000-4999,social restrictions,ignore,21
Pakistan,2018,2018-05-13,2018-05-13,0 days,Asia,Karachi,2000-4999,social restrictions,crowd dispersal,21
Pakistan,2018,2018-07-13,2018-07-13,0 days,Asia,Lahore,50-99,"political behavior, process",crowd dispersal,21
Pakistan,2018,2018-08-22,2018-08-30,8 days,Asia,From Lahore to Pakistan,>10000,"political behavior, process",ignore,21
Pakistan,2018,2018-10-31,2018-10-31,0 days,Asia,Lahore,50-99,"political behavior, process",accomodation,21
Pakistan,2018,2018-10-31,2018-11-02,2 days,Asia,A highway between Islamabad and Rawalpindi,100-999,"political behavior, process",accomodation,21
Bangladesh,2017,2017-01-22,2017-01-22,0 days,Asia,Dhaka,100-999,"political behavior, process",ignore,19
Bangladesh,2017,2017-05-26,2017-05-26,0 days,Asia,Dhaka,50-99,social restrictions,crowd dispersal,19
Bangladesh,2017,2017-12-28,2017-12-28,0 days,Asia,In front of the National Press Club in Dhaka,100-999,labor wage dispute,ignore,19
Bangladesh,2018,2018-02-08,2018-02-08,0 days,Asia,Dhaka,2000-4999,police brutality,crowd dispersal,19
Bangladesh,2018,2018-04-08,2018-04-10,2 days,Asia,Dhaka,100-999,"political behavior, process",shootings,19
Bangladesh,2018,2018-04-09,2018-04-10,1 days,Asia,"Nationwide, including Chittagong; Khulna; Rajshahi; Barisal; Rangpur; Sylhet; Savar",2000-4999,"political behavior, process",ignore,19
Bangladesh,2018,2018-04-11,2018-04-11,0 days,Asia,Chittagong,2000-4999,"political behavior, process",accomodation,19
Bangladesh,2018,2018-04-11,2018-04-11,0 days,Asia,Dhaka,5000-10000,"political behavior, process",accomodation,19
Bangladesh,2018,2018-04-11,2018-04-11,0 days,Asia,"Nationwide, including Khulna; Barisal; Kushtia; Comilla; Mymensingh; Gopalganj",100-999,"political behavior, process",accomodation,19
Bangladesh,2018,2018-04-11,2018-04-11,0 days,Asia,Savar,5000-10000,"political behavior, process",accomodation,19
Bangladesh,2018,2018-07-29,2018-07-29,0 days,Asia,Dhaka,2000-4999,"political behavior, process",crowd dispersal,19
Bangladesh,2018,2018-07-30,2018-07-30,0 days,Asia,Dhaka,2000-4999,"political behavior, process",crowd dispersal,19
Bangladesh,2018,2018-07-31,2018-07-31,0 days,Asia,Dhaka,2000-4999,"political behavior, process",crowd dispersal,19
Bangladesh,2018,2018-08-01,2018-08-01,0 days,Asia,Dhaka,2000-4999,"political behavior, process",crowd dispersal,19
Bangladesh,2018,2018-08-02,2018-08-02,0 days,Asia,Dhaka,2000-4999,"political behavior, process",crowd dispersal,19
Bangladesh,2018,2018-08-04,2018-08-04,0 days,Asia,Dhaka,100-999,"political behavior, process",shootings,19
Bangladesh,2018,2018-08-05,2018-08-05,0 days,Asia,Dhaka,2000-4999,"political behavior, process",crowd dispersal,19
Bangladesh,2018,2018-08-06,2018-08-06,0 days,Asia,Dhaka,100-999,"political behavior, process",shootings,19
Bangladesh,2018,2018-11-15,2018-11-15,0 days,Asia,Near the Myanmar border,100-999,"political behavior, process",accomodation,19
Myanmar,2016,2016-02-28,2016-02-28,0 days,Asia,Yangon,100-999,"political behavior, process",accomodation,12
Myanmar,2016,2016-05-04,2016-05-08,4 days,Asia,Letpadaung mine in the town of Monywa,100-999,"political behavior, process",crowd dispersal,12
Myanmar,2016,2016-07-03,2016-07-10,7 days,Asia,Yangon; Thandwe; 17 townships across Rakhine,2000-4999,"political behavior, process",ignore,12
Myanmar,2016,2016-09-06,2016-09-06,0 days,Asia,Sittwe,100-999,"political behavior, process",ignore,12
Myanmar,2016,2016-10-03,2016-10-06,3 days,Asia,Myitkyina,2000-4999,"political behavior, process",ignore,12
Myanmar,2017,2017-03-15,2017-03-15,0 days,Asia,Mawlamyine,>10000,"political behavior, process",ignore,12
Myanmar,2018,2018-01-10,2018-01-10,0 days,Asia,"Court, Myanmar",50-99,"political behavior, process",ignore,12
Myanmar,2018,2018-03-01,2018-03-01,0 days,Asia,Downtown Rangoon,100-999,"political behavior, process",ignore,12
Myanmar,2018,2018-05-12,2018-05-12,0 days,Asia,Yangon,100-999,"political behavior, process",arrests,12
Myanmar,2018,2018-11-25,2018-11-25,0 days,Asia,Sittwe,100-999,"political behavior, process",ignore,12
Myanmar,2018,2018-12-11,2018-12-11,0 days,Asia,Myitkyina,2000-4999,"political behavior, process",ignore,12
Myanmar,2018,2018-12-28,2018-12-28,0 days,Asia,Mandalay university in central Myanmar,50-99,"political behavior, process",arrests,12
Nepal,2016,2016-04-24,2016-04-24,0 days,Asia,"Prime Minister s office, Kathmandu",100-999,"political behavior, process",ignore,6
Nepal,2016,2016-05-14,2016-07-15,62 days,Asia,Kathmandu,100-999,"political behavior, process",crowd dispersal,6
Nepal,2016,2016-06-09,2016-06-09,0 days,Asia,Kathmandu,50-99,police brutality,arrests,6
Nepal,2018,2018-07-21,2018-07-21,0 days,Asia,Kathmandu,2000-4999,"political behavior, process",crowd dispersal,6
Nepal,2018,2018-08-24,2018-08-24,0 days,Asia,Kathmandu,1000-1999,"political behavior, process",ignore,6
Nepal,2018,2018-08-24,2018-08-24,0 days,Asia,The remote west of Nepal,100-999,"political behavior, process",killings,6
Thailand,2016,2016-02-23,2016-02-25,2 days,Asia,"Centre of Public Service, Bangkok; Nanglerng Police Station, Bangkok",100-999,"political behavior, process",ignore,17
Thailand,2016,2016-04-19,2016-04-21,2 days,Asia,"Victory Monument, Bangkok",50-99,"political behavior, process",arrests,17
Thailand,2016,2016-05-13,2016-05-13,0 days,Asia,Loei,100-999,land farm issue,crowd dispersal,17
Thailand,2016,2016-08-27,2016-08-27,0 days,Asia,"Bamnet Narong district, Chaiyaphum province",100-999,"political behavior, process",crowd dispersal,17
Thailand,2017,2017-02-15,2017-03-10,23 days,Asia,Dhammakaya temple compound outside Bangkok,2000-4999,"political behavior, process",crowd dispersal,17
Thailand,2017,2017-02-17,2017-02-19,2 days,Asia,"Government House, Bangkok",50-99,"political behavior, process",crowd dispersal,17
Thailand,2017,2017-04-10,2017-04-10,0 days,Asia,"City halls in major provinces: Chiang Mai province, Phuket, Krabi, Tak, Khon Kaen, Nakhon Ratchasima, and Kanchanaburi",50-99,"political behavior, process",ignore,17
Thailand,2017,2017-06-17,2017-06-17,0 days,Asia,Khon Kaen,100-999,"political behavior, process",ignore,17
Thailand,2017,2017-12-06,2017-12-06,0 days,Asia,In front of Government House in Bangkok,100-999,"political behavior, process",accomodation,17
Thailand,2018,2018-01-20,2018-02-15,26 days,Asia,450 kilometres from Bangkok to Khon Kaen,100-999,"political behavior, process",crowd dispersal,17
Thailand,2018,2018-01-27,2018-01-27,0 days,Asia,"Pathum Wan Intersection, Bangkok",100-999,"political behavior, process",arrests,17
Thailand,2018,2018-01-31,2018-02-20,20 days,Asia,"Within a 50 metre radius of Government House, Bangkok",50-99,land farm issue,crowd dispersal,17
Thailand,2018,2018-02-10,2018-02-10,0 days,Asia,"Pathumwan Police Station, Bangkok",100-999,"political behavior, process",ignore,17
Thailand,2018,2018-02-16,2018-02-16,0 days,Asia,"Democracy Monument, Bangkok",50-99,"political behavior, process",arrests,17
Thailand,2018,2018-02-28,2018-02-28,0 days,Asia,Ministry compound in Bangkok,100-999,"political behavior, process",accomodation,17
Thailand,2018,2018-03-10,2018-03-10,0 days,Asia,"Thammasat Universitys Tha Prachan campus, Bangkok",100-999,"political behavior, process",ignore,17
Thailand,2018,2018-05-22,2018-05-22,0 days,Asia,"Thammasat University to Government House, in Bangkok",100-999,"political behavior, process",arrests,17
Cambodia,2016,2016-04-04,2016-04-04,0 days,Asia,"National Assembly Building, Phnom Penh",50-99,"political behavior, process",crowd dispersal,6
Cambodia,2016,2016-09-09,2016-09-09,0 days,Asia,"Municipal Court, Phnom Penh",50-99,"political behavior, process",crowd dispersal,6
Cambodia,2016,2016-10-10,2016-10-10,0 days,Asia,Phnom Penh,50-99,land farm issue,crowd dispersal,6
Cambodia,2017,2017-02-14,2017-02-14,0 days,Asia,Phnom Penh,100-999,land farm issue,crowd dispersal,6
Cambodia,2018,2018-05-01,2018-05-01,0 days,Asia,Phnom Penh,2000-4999,labor wage dispute,crowd dispersal,6
Cambodia,2018,2018-05-01,2018-05-01,0 days,Asia,"Wat Phnom Buddhist Temple, Phnom Penh",100-999,labor wage dispute,ignore,6
Malaysia,2016,2016-01-20,2016-01-20,0 days,Asia,"Kota Darul Naim state secretariat building complex, Kota Baru",100-999,"political behavior, process",accomodation,27
Malaysia,2016,2016-01-23,2016-01-23,0 days,Asia,"Padang Merbok, Kuala Lumpur",100-999,"political behavior, process",ignore,27
Malaysia,2016,2016-02-06,2016-02-06,0 days,Asia,George Town,50-99,"political behavior, process",ignore,27
Malaysia,2016,2016-03-25,2016-03-25,0 days,Asia,"Jalan Burma, George Town",100-999,removal of politician,ignore,27
Malaysia,2016,2016-03-29,2016-03-29,0 days,Asia,"Bukit Bintang, KLCC and KL Sentral in Kuala Lumpur",100-999,"political behavior, process",arrests,27
Malaysia,2016,2016-03-31,2016-03-31,0 days,Asia,Kampung Pasir Gudang Baru jetty,100-999,"political behavior, process",ignore,27
Malaysia,2016,2016-04-02,2016-04-02,0 days,Asia,Kuala Lumpur,1000-1999,"price increases, tax policy",ignore,27
Malaysia,2016,2016-04-13,2016-04-13,0 days,Asia,"State Secretariat building, Shah Alam",50-99,"political behavior, process",ignore,27
Malaysia,2016,2016-04-16,2016-04-16,0 days,Asia,"From Jalan Setiabakti to the site of a proposed high rise condominium in Jalan Setiakasih, Kuala Lumpur",100-999,"political behavior, process",ignore,27
Malaysia,2016,2016-06-26,2016-06-26,0 days,Asia,"Taman Tun Dr Ismail  TTDI , Kuala Lumpur",100-999,"political behavior, process",ignore,27
Malaysia,2016,2016-09-15,2016-09-15,0 days,Asia,"District and land office, Kuala Selangor",100-999,"political behavior, process",ignore,27
Malaysia,2016,2016-09-26,2016-09-26,0 days,Asia,"Mid Valley Megamall, Kuala Lumpur",50-99,"political behavior, process",ignore,27
Malaysia,2016,2016-10-01,2016-10-26,25 days,Asia,"Gurney Drive, George Town; from Menara Umno to Komtar, George Town",2000-4999,removal of politician,crowd dispersal,27
Malaysia,2016,2016-11-01,2016-11-01,0 days,Asia,"From the Shah Alam City Council headquarters to the state secretariat, Kuala Lumpur",100-999,"political behavior, process",accomodation,27
Malaysia,2016,2016-11-19,2016-11-19,0 days,Asia,Kuala Lumpur,>10000,removal of politician,crowd dispersal,27
Malaysia,2016,2016-11-23,2016-11-23,0 days,Asia,"From Padang Merbok to Parliament House, Kuala Lumpur",100-999,"political behavior, process",accomodation,27
Malaysia,2017,2017-04-02,2017-04-02,0 days,Asia,"Taman Rimba Ampang, Selangor",50-99,land farm issue,ignore,27
Malaysia,2017,2017-05-06,2017-05-06,0 days,Asia,"Bukit Bandaraya, Kuala Lumpur",50-99,land farm issue,ignore,27
Malaysia,2017,2017-08-11,2017-08-11,0 days,Asia,Seberang Prai,50-99,"political behavior, process",ignore,27
Malaysia,2017,2017-08-13,2017-08-13,0 days,Asia,Shah Alam,50-99,"political behavior, process",arrests,27
Malaysia,2017,2017-09-22,2017-09-22,0 days,Asia,"Shah Alam, Selangor",100-999,"political behavior, process",ignore,27
Malaysia,2017,2017-11-26,2017-11-26,0 days,Asia,Kuala Lumpur City Hall,100-999,land farm issue,ignore,27
Malaysia,2018,2018-02-22,2018-02-22,0 days,Asia,"The Registry of Societies headquarters, Putrajaya",1000-1999,"political behavior, process",ignore,27
Malaysia,2018,2018-03-09,2018-03-09,0 days,Asia,Alor Star,50-99,"political behavior, process",ignore,27
Malaysia,2018,2018-03-24,2018-03-24,0 days,Asia,Kuala Lumpur,50-99,land farm issue,ignore,27
Malaysia,2018,2018-03-28,2018-03-28,0 days,Asia,Kuala Lumpur,100-999,"political behavior, process",crowd dispersal,27
Malaysia,2018,2018-12-08,2018-12-08,0 days,Asia,Kuala Lumpur,>10000,"political behavior, process",ignore,27
Philippines,2016,2016-04-01,2016-04-25,24 days,Asia,A main highway in North Cotabato province on the southern island of Mindanao; Koronadal; Malaybalay City in Bukidnon; Davao City,>10000,"price increases, tax policy",shootings,11
Philippines,2016,2016-08-14,2016-11-25,103 days,Asia,Manila,2000-4999,"political behavior, process",ignore,11
Philippines,2017,2017-02-18,2017-02-18,0 days,Asia,Manila,>10000,"political behavior, process",ignore,11
Philippines,2017,2017-08-15,2017-08-15,0 days,Asia,Manila,2000-4999,police brutality,ignore,11
Philippines,2017,2017-09-21,2017-09-21,0 days,Asia,Manila,5000-10000,"political behavior, process",ignore,11
Philippines,2017,2017-11-05,2017-11-05,0 days,Asia,A historic Manila highway called EDSA,2000-4999,police brutality,ignore,11
Philippines,2017,2017-11-30,2017-11-30,0 days,Asia,Downtown Cebu City; Metro Manila; Davao City,100-999,"political behavior, process",ignore,11
Philippines,2017,2017-12-10,2017-12-10,0 days,Asia,Mindanao,50-99,"political behavior, process",ignore,11
Philippines,2018,2018-05-01,2018-05-01,0 days,Asia,Manila,5000-10000,labor wage dispute,ignore,11
Philippines,2018,2018-05-11,2018-05-11,0 days,Asia,Manila,1000-1999,"political behavior, process",crowd dispersal,11
Philippines,2018,2018-07-21,2018-07-21,0 days,Asia,Manila,100-999,"political behavior, process",ignore,11
Indonesia,2016,2016-03-22,2016-03-22,0 days,Asia,"In front of parliament, Jakarta",5000-10000,"political behavior, process",crowd dispersal,16
Indonesia,2016,2016-08-16,2016-08-16,0 days,Asia,"Soewondo Air Force Base, Medan, North Sumatra",100-999,"political behavior, process",ignore,16
Indonesia,2016,2016-09-29,2016-09-29,0 days,Asia,Jakarta,2000-4999,"price increases, tax policy",ignore,16
Indonesia,2016,2016-11-04,2016-11-04,0 days,Asia,Jakarta and multiple other cities including Pekanbaru,>10000,removal of politician,crowd dispersal,16
Indonesia,2016,2016-12-01,2016-12-01,0 days,Asia,Jakarta,100-999,"political behavior, process",crowd dispersal,16
Indonesia,2016,2016-12-02,2016-12-02,0 days,Asia,National Monument  Monas  square in Central Jakarta,>10000,removal of politician,ignore,16
Indonesia,2016,2016-12-13,2016-12-13,0 days,Asia,"Courthouse, Jakarta",1000-1999,removal of politician,ignore,16
Indonesia,2017,2017-03-31,2017-03-31,0 days,Asia,17 cities around the country including Jakarta,100-999,"political behavior, process",ignore,16
Indonesia,2017,2017-05-01,2017-05-01,0 days,Asia,Jakarta,2000-4999,"political behavior, process",ignore,16
Indonesia,2017,2017-08-06,2017-08-06,0 days,Asia,"East Java legislature, Surabaya",50-99,"political behavior, process",ignore,16
Indonesia,2018,2018-01-29,2018-01-29,0 days,Asia,"City Hall, Jakarta",100-999,"political behavior, process",ignore,16
Indonesia,2018,2018-05-01,2018-05-01,0 days,Asia,Near the presidential palace in Jakarta,>10000,labor wage dispute,ignore,16
Indonesia,2018,2018-11-02,2018-11-02,0 days,Asia,"Garut, West Java province",50-99,social restrictions,ignore,16
Indonesia,2018,2018-11-02,2018-11-02,0 days,Asia,Jakarta,2000-4999,social restrictions,ignore,16
Indonesia,2018,2018-12-01,2018-12-01,0 days,Asia,Surabaya,100-999,"political behavior, process",crowd dispersal,16
Indonesia,2018,2018-12-01,2018-12-01,0 days,Asia,Surabaya,50-99,"political behavior, process",crowd dispersal,16
